#	Type	Software name	Short description	Subject area	Method	latest Version	Website link	Repository link	participates in contacting process	License	Runtime environment	Documentation link	Related software	Programming language	Associated project	Associated organization	Related publication
https://purls.helmholtz-metadaten.de/msekg/174515923317247	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Pyrho	Pyrho is a real-space DFT code written in Python. It is not built to be super-fast or scalable- instead, it is built to be super-readable.  There's a tutorial notebook (tutorial.ipynb) to guide you through the process of building Pyrho from scratch (starting with the 1D Schroedinger equation). This notebook is based on interactive lectures given by Prof. Joerg Neugebauer.	Computational Materials Science				url 268	ContactingProcess 104	no license file							
https://purls.helmholtz-metadaten.de/msekg/174515923317248	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	pacemaker	a tool for fitting of interatomic potentials in a general nonlinear Atomic Cluster Expansion (ACE) form.	Materials Characterization		0.2.7		url 269	ContactingProcess 105	Academic Software Licence (“ASL”)		url 365					Bochkarev, A., Lysogorskiy, Y., Menon, S., Qamar, M., Mrovec, M., & Drautz, R. (2022). Efficient parametrization of the atomic cluster expansion. Physical Review Materials, 6(1), 013804 Lysogorskiy, Y., Oord, C. V. D., Bochkarev, A., Menon, S., Rinaldi, M., Hammerschmidt, T., ... & Drautz, R. (2021). Performant implementation of the atomic cluster expansion (PACE) and application to copper and silicon. npj Computational Materials, 7(1), 1-12
https://purls.helmholtz-metadaten.de/msekg/174515923317249	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Aachen (Aix) Virtual Platform for Materials Processing	AixViPMaP is a platform on which different software tools in the field of material and process simulation can be coupled efficiently and effectively.	Materials Surface Science			url 140	url 270	ContactingProcess 106								AixViPMaP®—an Operational Platform for Microstructure Modeling Workflows
https://purls.helmholtz-metadaten.de/msekg/174515923317250	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	MuPIF	MuPIF is open-source, modular, object-oriented integration platform allowing to create complex, distributed, multiphysics simulation workflows across the scales and processing chains by combining existing simulation tools.	Materials Processing		2.0.0	url 141	url 271	ContactingProcess 107	Lesser General Public License version 3.0							B. Patzák, D. Rypl, and J. Kruis. Mupif – a distributed multi-physics integration tool. Advances in Engineering Software, 60–61(0):89 – 97, 2013 (http://www.sciencedirect.com/science/article/pii/S0965997812001329).
https://purls.helmholtz-metadaten.de/msekg/174515923317251	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	SimPhoNy	Simulation framework for multi-scale phenomena in micro- and nanosystems	Materials Design			url 142	url 272	ContactingProcess 108								
https://purls.helmholtz-metadaten.de/msekg/174515923317252	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	MpCCI	The MpCCI interface software is a vendor nEuropetral solution for co-simulation and file-based data transfer. MpCCI supports a growing number of commercial as well as research simulation tools in different engineering disciplines.	Materials Thermodynamics			url 143		ContactingProcess 109	MpCCI License Agreement							
https://purls.helmholtz-metadaten.de/msekg/174515923317253	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Virtual materials Marketplace	VIMMP Marketplace facilitates and promotes the exchange between all materials modelling stakeholders for the benefit of increased innovation in the Europeropean manufacturing industry.	Materials Mechanical Behavior			url 144		ContactingProcess 110								
https://purls.helmholtz-metadaten.de/msekg/174515923317254	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Open Model	OpenModel aims to design, create, provide, and maintain a sustainable integrated open platform for innovation which delivers predictable, validated, and traceable simulation workflows integrating seamlessly third-party physics-based models, solvers, post-processors and Database Softwares.	Materials Mechanical Behavior			url 145		ContactingProcess 111								
https://purls.helmholtz-metadaten.de/msekg/174515923317255	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Cluster GB	ClusterGB is a set of Python scripts designed to facilitate easy calculations of planar grain boundaries (GBs) using LAMMPS. In order to accommodate even low-symmetry boundaries, ClusterGB uses vacuum clusters to eliminate the need for periodic boundary conditions.	MaterialsDeformation Processes				url 273	ContactingProcess 112	MIT	Unix						Huber, Hadian, Grabowski, and Neugebauer, npj Computational Materials 4 (2018), 1-8
https://purls.helmholtz-metadaten.de/msekg/174515923317256	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	DIST toolkit	Generate atomic structures for common defects in materials	Materials Microstructural		1		url 274	ContactingProcess 113	no license file							Zongrui Pei, DIST: A dislocation-simulation toolkit, Computer Physics Communications 233(2018)44-50.
https://purls.helmholtz-metadaten.de/msekg/174515923317257	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	GB_code	This python package helps you create orthogonal grain boundary supercells for atomistic calculations. The code is based on the coincident site lattice (CSL) formulations for cubic materials (sc, bcc, fcc, diamond). The code produces a final structure to be read in LAMMPS or VASP.	Software Engineering		1.0.2		url 275	ContactingProcess 114	MIT							Hadian et al., (2018). GB code: A grain boundary generation code. Journal of Open Source Software, 3(29), 900, https://doi.org/10.21105/joss.00900
https://purls.helmholtz-metadaten.de/msekg/174515923317258	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	paraprobe-toolbox	Strong-scaling distributed- and shared-memory CPU-parallelized tools for mining atom probe tomography data and GPU-parallelized tools for atom probe crystallography.	MaterialsDeformation Processes				url 276	ContactingProcess 115	GNU General Public License v3		url 366					Markus Kühbach, Priyanshu Bajaj, Andrew Breen, Eric A. Jägle, and Baptiste Gault On Strong Scaling Open Source Tools for Mining Atom Probe Tomography Data Microscopy and Microanalysis, Vol 25, Supplement S2, 2019
https://purls.helmholtz-metadaten.de/msekg/174515923317259	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	pySTEM	Automatic segmentation of Scanning Transmission Electron Microscope (STEM) images with unsupervised machine learning	MaterialsDeformation Processes				url 277	ContactingProcess 116	GNU General Public License v3							Wang, N., Freysoldt, C., Zhang, S., Liebscher, C., & Neugebauer, J. (2021). Segmentation of Static and Dynamic Atomic-Resolution Microscopy Data Sets with Unsupervised Machine Learning Using Local Symmetry Descriptors. Microscopy and Microanalysis, 27(6), 1454-1464. doi:10.1017/S1431927621012770
https://purls.helmholtz-metadaten.de/msekg/174515923317260	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Stabix	A Matlab toolbox to analyze slip transfer through grain boundaries	Materials Surface Science		2		url 278	ContactingProcess 117	GNU AFFERO GENERAL Public LICENSE Version 3		url 367					STABiX Toolbox documentation
https://purls.helmholtz-metadaten.de/msekg/174515923317261	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	Voro++	Voro++ is a open source software library for the computation of the Voronoi diagram, a widely-used tessellation that has applications in many scientific fields.	Materials Characterization		0.4.6	url 146		ContactingProcess 118	BSD	Linux,Mac OS X,Windows	url 368					Chris H. Rycroft, Voro++: A three-dimensional Voronoi cell library in C++, Chaos 19, 041111 (2009).
https://purls.helmholtz-metadaten.de/msekg/174515923317262	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	Qhull	Qhull computes the convex hull, Delaunay triangulation, Voronoi diagram, halfspace intersection about a point, furthest-site Delaunay triangulation, and furthest-site Voronoi diagram. The source code runs in 2-d, 3-d, 4-d, and higher dimensions.	Software Engineering		2020.2	url 147		ContactingProcess 119	Qhull license	Linux,Mac OS X,Windows	url 369					Barber, C.B., Dobkin, D.P., and Huhdanpaa, H.T., "The Quickhull algorithm for convex hulls," ACM Transactions on Mathematical Software, 22(4):469-483, Dec 1996 [abstract].
https://purls.helmholtz-metadaten.de/msekg/174515923317263	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	Pasta ELN	This ELN combines raw-data with rich metadata to allow advanced data science. In the Database Software, one can fully adapt and improvise the metadata definitions to generate something novel. PASTA uses a local-first approach: store all data and metadata locally (always accessible to user) and synchronize with a server upon user request.	Theoretical Computer Science		1.2.2	url 148	url 279	ContactingProcess 120	MIT	Linux,Mac OS X,Windows						
https://purls.helmholtz-metadaten.de/msekg/174515923317264	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	eLabFTW	eLabFTW is an electronic lab notebook manager for research teams. It lets you store and organize your research experiments easily. It also features a Database Software where any kind of objects (such as antibodies, plasmids, cell lines, boxes, etc.) can be stored. It is accessed via the browser	Computational Materials Science		4.3.9	url 149	url 280	ContactingProcess 121	GNU AFFERO GENERAL Public LICENSE Version 3	Linux,Mac OS X,Windows	url 370					
https://purls.helmholtz-metadaten.de/msekg/174515923317265	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	Karlsruhe Data Infrastructure for Materials Science	The focus on the repository component is on warm data, i.e. unpublished data that is yet to be analysed further, while in the ELN component it is on the automated and documented execution of heterogeneous workflows. The components are therefore best described as community repository and ELN 2.0 respectively. In this way, a virtual research environment is created that facilitates collaboration between researchers.	Artificial Intelligence		0.26.0	url 150	url 281	ContactingProcess 122	Apache		url 371					Brandt, N., Griem, L., Herrmann, C., Schoof, E., Tosato, G., Zhao, Y., Zschumme, P. and Selzer, M., 2021. Kadi4Mat: A Research Data Infrastructure for Materials Science. Data Science Journal, 20(1), p.8. DOI: http://doi.org/10.5334/dsj-2021-008
https://purls.helmholtz-metadaten.de/msekg/174515923317266	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	Metador	File uplad service with resumable uploads and rich metadata requirements	Materials Mechanical Behavior				url 282	ContactingProcess 123	MIT		url 372					
https://purls.helmholtz-metadaten.de/msekg/174515923317267	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	Atomsk		Materials Surface Science			url 151		ContactingProcess 124								
https://purls.helmholtz-metadaten.de/msekg/174515923317268	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Atomman		Software Engineering			url 152		ContactingProcess 125								
https://purls.helmholtz-metadaten.de/msekg/174515923317269	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	iprPy High Throughput Computational Framework		Software Engineering			url 153		ContactingProcess 126								
https://purls.helmholtz-metadaten.de/msekg/174515923317270	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Kim API		Data Science			url 154		ContactingProcess 127								R. S. Elliott and E. B. Tadmor, "Knowledgebase of Interatomic Models (KIM) Application Programming Interface (API)", OpenKIM (2011). doi:10.25950/ff8f563a
https://purls.helmholtz-metadaten.de/msekg/174515923317271	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	atomate		Materials Surface Science			url 155		ContactingProcess 128				Fireworks	python			
https://purls.helmholtz-metadaten.de/msekg/174515923317272	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	FireWorks		Cybersecurity			url 156		ContactingProcess 129								
https://purls.helmholtz-metadaten.de/msekg/174515923317273	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	custodian		Materials Microstructural			url 157		ContactingProcess 130								
https://purls.helmholtz-metadaten.de/msekg/174515923317274	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	EMMOntoPy	Python API for the Elemental Multiperspective Material Ontology (EMMO).	Data Driven Material Science			url 158	url 283	ContactingProcess 131								
https://purls.helmholtz-metadaten.de/msekg/174515923317275	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	yambo		Cybersecurity			url 159		ContactingProcess 132								
https://purls.helmholtz-metadaten.de/msekg/174515923317276	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	wannier90		Materials Surface Science			url 160		ContactingProcess 133								
https://purls.helmholtz-metadaten.de/msekg/174515923317277	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	The High-Throughput Toolkit (httk)		Materials Surface Science					ContactingProcess 134			url 373	Open Materials Database Software				
https://purls.helmholtz-metadaten.de/msekg/174515923317278	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	SIRIUS		Cybersecurity				url 284	ContactingProcess 135								
https://purls.helmholtz-metadaten.de/msekg/174515923317279	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	colabfit-tools		Cybersecurity			url 161		ContactingProcess 136			url 374					
https://purls.helmholtz-metadaten.de/msekg/174515923317280	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	Coscine		MaterialsDeformation Processes			url 162		ContactingProcess 137								
https://purls.helmholtz-metadaten.de/msekg/174515923317281	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	kadi-apy		Materials Characterization				url 281	ContactingProcess 138								
https://purls.helmholtz-metadaten.de/msekg/174515923317282	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	qmpy		Computational Materials Science				url 285	ContactingProcess 139			url 375	oqmd				
https://purls.helmholtz-metadaten.de/msekg/174515923317283	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	Materials Project collabration API		MaterialsDeformation Processes					ContactingProcess 140			url 376					
https://purls.helmholtz-metadaten.de/msekg/174515923317284	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	PyTorch		Software Engineering			url 163		ContactingProcess 141								
https://purls.helmholtz-metadaten.de/msekg/174515923317285	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	scikit-learn		Materials Surface Science			url 164		ContactingProcess 142								
https://purls.helmholtz-metadaten.de/msekg/174515923317286	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	TensorFlow		Data Driven Material Science			url 165		ContactingProcess 143								
https://purls.helmholtz-metadaten.de/msekg/174515923317287	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	OpenBIS	The openBIS platform has three primary functionalities: 1. Inventory management of laboratory samples, materials, protocols, equipment. 2. Laboratory notebook, to document lab experiments. 3. Data management, to store all data related to lab experiments (raw, processed, analysed data, scripts, Jupyter notebooks, etc.).	Materials Design			url 166		ContactingProcess 144								
https://purls.helmholtz-metadaten.de/msekg/174515923317288	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	Atomic Simulation Recipes	Recipes for Atomic Scale Materials Research. Collection of python recipes for common (and not so common) tasks perfomed in atomic scale materials research. These tasks include relaxation of structures, calculating ground states, calculating band structures, calculating dielectric functions and so on.	Materials Mechanical Behavior				url 286	ContactingProcess 145				ASE	python			
https://purls.helmholtz-metadaten.de/msekg/174515923317289	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	TURBOMOLE	Program Package for Electronic Structure Calculations	MaterialsDeformation Processes	Density functional theory, Coupled-Cluster	7.6	url 167		ContactingProcess 146		Linux,Windows,Mac OS X	url 377					TURBOMOLE: Modular program suite for ab initio quantum-chemical and condensed-matter simulations
https://purls.helmholtz-metadaten.de/msekg/174515923317290	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	DREAM.3D		Materials Design			url 168		ContactingProcess 147								
https://purls.helmholtz-metadaten.de/msekg/174515923317291	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	MTEX		Materials Thermodynamics			url 169		ContactingProcess 148								
https://purls.helmholtz-metadaten.de/msekg/174515923317292	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	Gmsh		Cybersecurity			url 170		ContactingProcess 149								
https://purls.helmholtz-metadaten.de/msekg/174515923317293	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Neper		Materials Surface Science			url 171		ContactingProcess 150								
https://purls.helmholtz-metadaten.de/msekg/174515923317294	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	PETSc		Materials Surface Science			url 172		ContactingProcess 151								
https://purls.helmholtz-metadaten.de/msekg/174515923317295	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	deal.II		Data Driven Material Science			url 173		ContactingProcess 152								
https://purls.helmholtz-metadaten.de/msekg/174515923317296	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	DUNE-FEM		Materials Characterization				url 287	ContactingProcess 153								
https://purls.helmholtz-metadaten.de/msekg/174515923317297	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	Firedrake		Materials Microstructural			url 174		ContactingProcess 154								
https://purls.helmholtz-metadaten.de/msekg/174515923317298	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	FreeFEM		Materials Processing			url 175		ContactingProcess 155								
https://purls.helmholtz-metadaten.de/msekg/174515923317299	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	hIPPYlib		Software Engineering			url 176		ContactingProcess 156								
https://purls.helmholtz-metadaten.de/msekg/1745159233172100	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	MoFEM		Materials Thermodynamics			url 177		ContactingProcess 157								
https://purls.helmholtz-metadaten.de/msekg/1745159233172101	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	OOFEM		Materials Mechanical Behavior			url 178		ContactingProcess 158								
https://purls.helmholtz-metadaten.de/msekg/1745159233172102	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	preCICE		Artificial Intelligence			url 179		ContactingProcess 159								
https://purls.helmholtz-metadaten.de/msekg/1745159233172103	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	Clawpack		Software Engineering			url 180		ContactingProcess 160								
https://purls.helmholtz-metadaten.de/msekg/1745159233172104	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	aviary		Materials Surface Science				url 288	ContactingProcess 161								
https://purls.helmholtz-metadaten.de/msekg/1745159233172105	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	BIOVIA Materials Studio		Materials Characterization			url 181		ContactingProcess 162								
https://purls.helmholtz-metadaten.de/msekg/1745159233172106	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	Computational Autonomy for Materials Discovery		Materials Thermodynamics				url 289	ContactingProcess 163								
https://purls.helmholtz-metadaten.de/msekg/1745159233172107	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	Compositionally-Restricted Attention-Based Network		Materials Thermodynamics				url 290	ContactingProcess 164								
https://purls.helmholtz-metadaten.de/msekg/1745159233172108	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	cclib		Materials Processing			url 182		ContactingProcess 165								
https://purls.helmholtz-metadaten.de/msekg/1745159233172109	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	cctbx		Materials Mechanical Behavior			url 183		ContactingProcess 166								
https://purls.helmholtz-metadaten.de/msekg/1745159233172110	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Datamol		Materials Surface Science				url 291	ContactingProcess 167								
https://purls.helmholtz-metadaten.de/msekg/1745159233172111	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	matador		Materials Microstructural				url 292	ContactingProcess 168								
https://purls.helmholtz-metadaten.de/msekg/1745159233172112	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	mat_discover		Materials Processing			url 184		ContactingProcess 169								
https://purls.helmholtz-metadaten.de/msekg/1745159233172113	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	NIST Materials Data Curation Service System		Software Engineering			url 185		ContactingProcess 170								
https://purls.helmholtz-metadaten.de/msekg/1745159233172114	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	MedeA		Materials Characterization			url 186		ContactingProcess 171								
https://purls.helmholtz-metadaten.de/msekg/1745159233172115	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	Material Optimal Descriptor Network		Software Engineering				url 293	ContactingProcess 172								
https://purls.helmholtz-metadaten.de/msekg/1745159233172116	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	Organizing Assistant for Comprehensive and Interactive Simulations		Software Engineering			url 187		ContactingProcess 173								
https://purls.helmholtz-metadaten.de/msekg/1745159233172117	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010041	OPTIMADE python tools		Materials Microstructural				url 294	ContactingProcess 174								
https://purls.helmholtz-metadaten.de/msekg/1745159233172118	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	piro		Materials Thermodynamics				url 295	ContactingProcess 175								
https://purls.helmholtz-metadaten.de/msekg/1745159233172119	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	Pymatflow		Computational Materials Science				url 296	ContactingProcess 176								
https://purls.helmholtz-metadaten.de/msekg/1745159233172120	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	PyMKS		Materials Processing				url 297	ContactingProcess 177								
https://purls.helmholtz-metadaten.de/msekg/1745159233172121	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	QMFlows		Theoretical Computer Science				url 298	ContactingProcess 178								
https://purls.helmholtz-metadaten.de/msekg/1745159233172122	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	RDKit		Materials Microstructural				url 299	ContactingProcess 179								
https://purls.helmholtz-metadaten.de/msekg/1745159233172123	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Simulation Environment for Atomistic and Molecular Modeling		Theoretical Computer Science			url 188		ContactingProcess 180								
https://purls.helmholtz-metadaten.de/msekg/1745159233172124	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001046	Tilde		Materials Design				url 300	ContactingProcess 181								
https://purls.helmholtz-metadaten.de/msekg/1745159233172125	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	MatD3		MaterialsDeformation Processes			url 189		ContactingProcess 182				HybridD3				
https://purls.helmholtz-metadaten.de/msekg/1745159233172126	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	ro-crate-py	ro-crate-py is a Python library to create and consume Research Object Crates. It currently supports the RO-Crate 1.1 specification.	MaterialsDeformation Processes		0.7.0		url 301	ContactingProcess 183	Apache-2.0 license			RO-Crate 1.1 specification	python			De Geest, P., Droesbeke, B., Eguinoa, I., Gaignard, A., Huber, S., Leo, S., Pireddu, L., Rodríguez-Navas, L., Sirvent, R., & Soiland-Reyes, S. (2022). ro-crate-py (Version 0.7.0) [Computer software]. https://doi.org/10.5281/zenodo.3956493
https://purls.helmholtz-metadaten.de/msekg/1745159233172127	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	Simmate	The Simulated Materials Ecosystem (Simmate) is a toolbox and framework for computational materials research. It lets you explore various crystal Database Softwares, predict new materials, and quickly calculate properties.	Artificial Intelligence			url 190	url 302	ContactingProcess 184			url 378					
https://purls.helmholtz-metadaten.de/msekg/1745159233172128	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	Materials Data Curation Service System	The NIST Materials Data Curation Service System (MDCS) provides a means for capturing, sharing, and transforming materials data into a structured format that is XML based amenable to transformation to other formats. The data are organized using user-selected templates encoded in XML Schema. These templates are used to create data entry forms. The documents are saved in a non-relational (NoSQL) Database Software, namely MongoDB. The data can be searched and retrieved by a template-driven web-based form or by a RESTful API call. The system also enables the interconnection of MDCS repositories for federated searches.	Data Driven Material Science				url 185	ContactingProcess 185								
https://purls.helmholtz-metadaten.de/msekg/1745159233172129	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000222	MAterials Simulation Toolkit (MAST)		Artificial Intelligence			url 191		ContactingProcess 186								
https://purls.helmholtz-metadaten.de/msekg/1745159233172130	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	DiffPy	A free and open source software Project collabration to provide python software for diffraction analysis and the study of the atomic structure of materials.	Materials Design			url 192		ContactingProcess 187								
https://purls.helmholtz-metadaten.de/msekg/1745159233172131	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	pyDOE		Materials Mechanical Behavior			url 193		ContactingProcess 188								
https://purls.helmholtz-metadaten.de/msekg/1745159233172132	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	NeXpy		Cybersecurity				url 304	ContactingProcess 189								
https://purls.helmholtz-metadaten.de/msekg/1745159233172133	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000121	TomoPy		Theoretical Computer Science				url 305	ContactingProcess 190								
https://purls.helmholtz-metadaten.de/msekg/1745159233172134	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001045	MetaStore2	General purpose metadata repository and schema registry service.	Computational Materials Science				url 306	ContactingProcess 191								
https://purls.helmholtz-metadaten.de/msekg/1745159233172135	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010039	FAIR-DOscope	FAIR-DOscope is an easy-to-use, generic FAIR Digital Object viewer and browser accepting PIDs of FAIR DOs and presenting the associated PID record in a graphical and user-friendly way. It offers a tabular view of the contents of a PID record and a graphical representation of related FAIR DOs.	Materials Processing				url 307	ContactingProcess 192	Apache License, Version 2.0		url 379		javascript,C			
https://purls.helmholtz-metadaten.de/msekg/1745159233172136	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	Randspg		MaterialsDeformation Processes					ContactingProcess 193								
https://purls.helmholtz-metadaten.de/msekg/1745159233172137	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001048	Ontopanel	Ontopanel is a plugin in diagrams.net that helps domain experts to build ontologies and method graph in a simpler way.	Data Driven Material Science				url 308	ContactingProcess 194								
https://purls.helmholtz-metadaten.de/msekg/1745159233172138	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	BEXIS2		Computational Materials Science				url 309	ContactingProcess 195								
https://purls.helmholtz-metadaten.de/msekg/1745159233172139	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000218	KIT Data Manager		Artificial Intelligence				url 310	ContactingProcess 196								
https://purls.helmholtz-metadaten.de/msekg/1745159233172140	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	CompositionSpace	CompositionSpace is a python library for analysis of APT data.	MaterialsDeformation Processes	Atom Probe Tomography			url 311	ContactingProcess 197	BSD-3-Clause license	Linux	url 380		python		Max Planck Institute for Iron Research	
https://purls.helmholtz-metadaten.de/msekg/1745159233172141	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001049	pyscal_rdf	pyscal_rdf is a python tool for ontology-based creation, manipulation, and quering of structures. pyscal_rdf uses the Computational Material Sample Ontology (CMSO).	Artificial Intelligence	atomistic simulations	0.0.4		url 312	ContactingProcess 198	MIT	Linux,Mac OS X,Windows	url 381	Computational Material Sample Ontology	python		Max Planck Institute for Iron Research	
https://purls.helmholtz-metadaten.de/msekg/1745159233172142	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001044	Imprint Physical Size Estimation of Aluminum Elastic Modulus Images	Workflow to measure the physical size of imprints in aluminum elastic modulus images	Materials Processing	Image processing			url 313	ContactingProcess 199	BSD 3-Clause License	Linux,Mac OS X,Windows		Aluminum Elastic Modulus	python3.9	NFDI-MatWerk project	German Research Center for Artificial Intelligence	
https://purls.helmholtz-metadaten.de/msekg/1745159233172143	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010040	Elastic Constant Demo	Workflow to calculate elastic constants of Al alloy	Materials Microstructural	Modified Embedded Atom Method			url 314	ContactingProcess 200	BSD 3-Clause License	Linux,Mac OS X,Windows		Elastic Constant Demo Data	python	NFDI-MatWerk project	Max Planck Institute for Iron Research	
https://purls.helmholtz-metadaten.de/msekg/1745159233172144	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	APT analysis using CompositionSpace and pyiron	Workflow to analyse APT data using CompositionSpace jobs implemented in pyiron	Materials Surface Science	Atom Probe Tomography			url 315	ContactingProcess 201	GPL 3 License	Linux,Unix,Mac OS X		url 382	python3.9	NFDI-MatWerk project		
https://purls.helmholtz-metadaten.de/msekg/1745159233172145	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000140	APT analysis using Paraprobe-toolbox and pyiron	Workflow to analyse APT data using Paraprobe-toolbox jobs implemented in pyiron	Software Engineering	Atom Probe Tomography			url 315	ContactingProcess 202	GPL 3 License	Linux,Unix,Mac OS X		url 382	python3.9	NFDI-MatWerk project,FAIRmat project		